2adc5282-a44a-4121-bcb0-c2eaad7c55a4;2016-01-23T22:35:24.633;1234;33729f13-a202-430f-b870-c201f15ba6a4;2016-01-23T22:35:34.316;46.769815;15.555773333;0.0;0.18
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;cca060d0-3ca3-4213-ae29-72da5a4f6148;2016-01-23T23:51:18.178;15.55578;46.769918333;0.0;0.108
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;9f6ae42b-5855-4541-935d-3aae5dd5c229;2016-01-23T23:51:19.372;15.555778333;46.769918333;0.0;0.046
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;b14fb3ae-f743-4e5c-8546-5de265326963;2016-01-23T23:51:20.230;15.555778333;46.769918333;0.0;0.067
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;979fc49a-e1d9-458f-9023-09bb154eb4d3;2016-01-23T23:51:21.185;15.555778333;46.769918333;0.0;0.031
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;fac74e99-0506-4fa1-bee9-229fe76feb8d;2016-01-23T23:51:22.424;15.55578;46.769918333;0.0;0.021
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;d0f0773c-ac2e-4834-9f4b-2c30a4eea9ae;2016-01-23T23:51:23.177;15.555778333;46.769918333;0.0;0.046
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;48d4f2d2-28b1-4766-9bb6-833b28dde218;2016-01-23T23:51:24.313;15.555778333;46.769918333;0.0;0.18
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;88bc7bd6-0d42-4bad-a860-5a33c53dac9d;2016-01-23T23:51:25.170;15.555776667;46.769918333;0.0;0.731
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;a516354e-9815-4c8f-babe-5113bc9909c2;2016-01-23T23:51:26.139;15.555778333;46.769925;0.0;0.412
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;5951a73f-b85a-44ee-92a2-dd91134d72f6;2016-01-23T23:51:27.128;15.555793333;46.769956667;0.0;0.494
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;3a9408ea-85fd-4db7-a06d-023a141626ec;2016-01-23T23:51:28.113;15.555795;46.769951667;0.0;0.386
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;ef563735-5643-4938-8f30-6494b240796b;2016-01-23T23:51:29.321;15.555805;46.769958333;0.0;0.71
9248a86d-3101-4218-833b-459ae7e642c1;2016-01-23T23:51:15.001;1234;af956283-f3d8-443d-a397-001f218b3d40;2016-01-23T23:51:30.115;15.555815;46.769966667;0.0;0.854
